onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig	subject	run	phase	run_onset
276.007626378	5	attend	negative	70	n/a	n/a	22	276.0076	5.0	att_neg	n/a	1	1	1	276.007626378
292.005989809	5	attend	neutral	95	n/a	n/a	23	292.006	5.0	att_neut	n/a	1	1	1	292.005989809
307.008673387	5	suppress	negative	14	n/a	n/a	24	307.0087	5.0	suppr_neg	n/a	1	1	1	307.008673387
319.007389119	5	suppress	negative	16	n/a	n/a	25	319.0074	5.0	suppr_neg	n/a	1	1	1	319.007389119
332.001849366	5	suppress	negative	1	n/a	n/a	26	332.0018	5.0	suppr_neg	n/a	1	1	1	332.001849366
344.017331898	5	suppress	negative	11	n/a	n/a	27	344.0173	5.0	suppr_neg	n/a	1	1	1	344.017331898
355.003658465	5	attend	negative	62	n/a	n/a	28	355.0037	5.0	att_neg	n/a	1	1	1	355.003658465
365.010883137	5	attend	neutral	88	n/a	n/a	29	365.0109	5.0	att_neut	n/a	1	1	1	365.010883137
381.00939462	5	attend	negative	74	n/a	n/a	30	381.0094	5.0	att_neg	n/a	1	1	1	381.00939462
401.015009383	5	attend	negative	66	n/a	n/a	1	1.015	5.0	att_neg	n/a	1	2	1	1.015009383
413.013836439	5	attend	neutral	99	n/a	n/a	2	13.0138	5.0	att_neut	n/a	1	2	1	13.013836439
429.012062778	5	attend	negative	72	n/a	n/a	3	29.0121	5.0	att_neg	n/a	1	2	1	29.012062778
443.002359933	5	suppress	negative	7	n/a	n/a	4	43.0024	5.0	suppr_neg	n/a	1	2	1	43.002359933
453.009619969	5	suppress	negative	17	n/a	n/a	5	53.0096	5.0	suppr_neg	n/a	1	2	1	53.009619969
465.00832092	5	suppress	negative	4	n/a	n/a	6	65.0083	5.0	suppr_neg	n/a	1	2	1	65.00832092
477.007144471	5	suppress	negative	20	n/a	n/a	7	77.0071	5.0	suppr_neg	n/a	1	2	1	77.007144471
489.00592456	5	attend	neutral	89	n/a	n/a	8	89.0059	5.0	att_neut	n/a	1	2	1	89.00592456
499.013093655	5	attend	negative	63	n/a	n/a	9	99.0131	5.0	att_neg	n/a	1	2	1	99.013093655
511.012026013	5	attend	negative	76	n/a	n/a	10	111.012	5.0	att_neg	n/a	1	2	1	111.012026013
527.010248717	5	suppress	negative	8	n/a	n/a	11	127.0102	5.0	suppr_neg	n/a	1	2	1	127.010248717
541.017065054	5	attend	neutral	96	n/a	n/a	12	141.0171	5.0	att_neut	n/a	1	2	1	141.017065054
551.007872153	5	attend	negative	80	n/a	n/a	13	151.0079	5.0	att_neg	n/a	1	2	1	151.007872153
570.009865387	5	attend	neutral	98	n/a	n/a	14	170.0099	5.0	att_neut	n/a	1	2	1	170.009865387
583.004572835	5	attend	negative	78	n/a	n/a	15	183.0046	5.0	att_neg	n/a	1	2	1	183.004572835
594.007491005	5	attend	neutral	94	n/a	n/a	16	194.0075	5.0	att_neut	n/a	1	2	1	194.007491005
605.010460767	5	attend	neutral	86	n/a	n/a	17	205.0105	5.0	att_neut	n/a	1	2	1	205.010460767
617.009264685	5	suppress	negative	9	n/a	n/a	18	217.0093	5.0	suppr_neg	n/a	1	2	1	217.009264685
633.007652954	5	attend	neutral	85	n/a	n/a	19	233.0077	5.0	att_neut	n/a	1	2	1	233.007652954
648.010222775	5	attend	negative	73	n/a	n/a	20	248.0102	5.0	att_neg	n/a	1	2	1	248.010222775
659.013344683	5	suppress	negative	13	n/a	n/a	21	259.0133	5.0	suppr_neg	n/a	1	2	1	259.013344683
672.007772789	5	attend	neutral	91	n/a	n/a	22	272.0078	5.0	att_neut	n/a	1	2	1	272.007772789
685.002248041	5	attend	neutral	81	n/a	n/a	23	285.0022	5.0	att_neut	n/a	1	2	1	285.002248041
697.017572663	5	suppress	negative	6	n/a	n/a	24	297.0176	5.0	suppr_neg	n/a	1	2	1	297.017572663
709.016413237	5	attend	negative	67	n/a	n/a	25	309.0164	5.0	att_neg	n/a	1	2	1	309.016413237
720.0028524	5	suppress	negative	12	n/a	n/a	26	320.0029	5.0	suppr_neg	n/a	1	2	1	320.0028524
739.004917291	5	suppress	negative	18	n/a	n/a	27	339.0049	5.0	suppr_neg	n/a	1	2	1	339.004917291
753.011867681	5	attend	negative	61	n/a	n/a	28	353.0119	5.0	att_neg	n/a	1	2	1	353.011867681
767.002044076	5	attend	negative	79	n/a	n/a	29	367.002	5.0	att_neg	n/a	1	2	1	367.002044076
780.013206685	5	attend	neutral	82	n/a	n/a	30	380.0132	5.0	att_neut	n/a	1	2	1	380.013206685
1.009866255	5	attend	negative	57	n/a	n/a	1	1.0099	5.0	att_neg	n/a	2	1	1	1.009866255
13.008672396	5	attend	neutral	108	n/a	n/a	2	13.0087	5.0	att_neut	n/a	2	1	1	13.008672396
29.006880911	5	attend	negative	60	n/a	n/a	3	29.0069	5.0	att_neg	n/a	2	1	1	29.006880911
43.013913138	5	suppress	negative	75	n/a	n/a	4	43.0139	5.0	suppr_neg	n/a	2	1	1	43.013913138
53.004408066	5	suppress	negative	64	n/a	n/a	5	53.0044	5.0	suppr_neg	n/a	2	1	1	53.004408066
65.003229368	5	suppress	negative	76	n/a	n/a	6	65.0032	5.0	suppr_neg	n/a	2	1	1	65.003229368
77.001992105	5	suppress	negative	67	n/a	n/a	7	77.002	5.0	suppr_neg	n/a	2	1	1	77.001992105
89.017472796	5	attend	neutral	101	n/a	n/a	8	89.0175	5.0	att_neut	n/a	2	1	1	89.017472796
99.008124563	5	attend	negative	47	n/a	n/a	9	99.0081	5.0	att_neg	n/a	2	1	1	99.008124563
111.006752725	5	attend	negative	53	n/a	n/a	10	111.0068	5.0	att_neg	n/a	2	1	1	111.006752725
127.005214459	5	suppress	negative	71	n/a	n/a	11	127.0052	5.0	suppr_neg	n/a	2	1	1	127.005214459
141.012014333	5	attend	neutral	119	n/a	n/a	12	141.012	5.0	att_neut	n/a	2	1	1	141.012014333
151.002822258	5	attend	negative	44	n/a	n/a	13	151.0028	5.0	att_neg	n/a	2	1	1	151.002822258
170.004839788	5	attend	neutral	114	n/a	n/a	14	170.0048	5.0	att_neut	n/a	2	1	1	170.004839788
183.015942689	5	attend	negative	54	n/a	n/a	15	183.0159	5.0	att_neg	n/a	2	1	1	183.015942689
194.002317336	5	attend	neutral	105	n/a	n/a	16	194.0023	5.0	att_neut	n/a	2	1	1	194.002317336
205.005343117	5	attend	neutral	118	n/a	n/a	17	205.0053	5.0	att_neut	n/a	2	1	1	205.005343117
217.004147658	5	suppress	negative	66	n/a	n/a	18	217.0041	5.0	suppr_neg	n/a	2	1	1	217.004147658
233.002539943	5	attend	neutral	107	n/a	n/a	19	233.0025	5.0	att_neut	n/a	2	1	1	233.002539943
248.005150708	5	attend	negative	56	n/a	n/a	20	248.0052	5.0	att_neg	n/a	2	1	1	248.005150708
259.008187029	5	suppress	negative	69	n/a	n/a	21	259.0082	5.0	suppr_neg	n/a	2	1	1	259.008187029
272.002726163	5	attend	neutral	120	n/a	n/a	22	272.0027	5.0	att_neut	n/a	2	1	1	272.002726163
285.013806409	5	attend	neutral	111	n/a	n/a	23	285.0138	5.0	att_neut	n/a	2	1	1	285.013806409
297.012449017	5	suppress	negative	73	n/a	n/a	24	297.0124	5.0	suppr_neg	n/a	2	1	1	297.012449017
309.011338517	5	attend	negative	55	n/a	n/a	25	309.0113	5.0	att_neg	n/a	2	1	1	309.011338517
320.014253143	5	suppress	negative	80	n/a	n/a	26	320.0143	5.0	suppr_neg	n/a	2	1	1	320.014253143
339.016552621	5	suppress	negative	72	n/a	n/a	27	339.0166	5.0	suppr_neg	n/a	2	1	1	339.016552621
353.006764002	5	attend	negative	58	n/a	n/a	28	353.0068	5.0	att_neg	n/a	2	1	1	353.006764002
367.013585621	5	attend	negative	45	n/a	n/a	29	367.0136	5.0	att_neg	n/a	2	1	1	367.013585621
380.008010688	5	attend	neutral	110	n/a	n/a	30	380.008	5.0	att_neut	n/a	2	1	1	380.008010688
401.015969601	5	attend	neutral	102	n/a	n/a	1	1.016	5.0	att_neut	n/a	2	2	1	1.015969601
415.00613821	5	attend	negative	41	n/a	n/a	2	15.0061	5.0	att_neg	n/a	2	2	1	15.00613821
429.012983437	5	attend	negative	49	n/a	n/a	3	29.013	5.0	att_neg	n/a	2	2	1	29.012983437
441.011812024	5	suppress	negative	77	n/a	n/a	4	41.0118	5.0	suppr_neg	n/a	2	2	1	41.011812024
453.010557267	5	suppress	negative	79	n/a	n/a	5	53.0106	5.0	suppr_neg	n/a	2	2	1	53.010557267
469.008813832	5	attend	negative	51	n/a	n/a	6	69.0088	5.0	att_neg	n/a	2	2	1	69.008813832
483.01573526	5	suppress	negative	63	n/a	n/a	7	83.0157	5.0	suppr_neg	n/a	2	2	1	83.01573526
500.009917696	5	attend	neutral	112	n/a	n/a	8	100.0099	5.0	att_neut	n/a	2	2	1	100.009917696
511.012918616	5	attend	neutral	115	n/a	n/a	9	111.0129	5.0	att_neut	n/a	2	2	1	111.012918616
521.003473018	5	suppress	negative	70	n/a	n/a	10	121.0035	5.0	suppr_neg	n/a	2	2	1	121.003473018
539.009956297	5	attend	negative	48	n/a	n/a	11	139.01	5.0	att_neg	n/a	2	2	1	139.009956297
550.013064988	5	attend	neutral	116	n/a	n/a	12	150.0131	5.0	att_neut	n/a	2	2	1	150.013064988
563.007406887	5	suppress	negative	74	n/a	n/a	13	163.0074	5.0	suppr_neg	n/a	2	2	1	163.007406887
576.00196673	5	attend	neutral	103	n/a	n/a	14	176.002	5.0	att_neut	n/a	2	2	1	176.00196673
588.017344795	5	attend	neutral	117	n/a	n/a	15	188.0173	5.0	att_neut	n/a	2	2	1	188.017344795
601.011873553	5	attend	negative	42	n/a	n/a	16	201.0119	5.0	att_neg	n/a	2	2	1	201.011873553
612.014905411	5	attend	neutral	113	n/a	n/a	17	212.0149	5.0	att_neut	n/a	2	2	1	212.014905411
625.009143241	5	attend	negative	59	n/a	n/a	18	225.0091	5.0	att_neg	n/a	2	2	1	225.009143241
640.012008406	5	attend	neutral	109	n/a	n/a	19	240.012	5.0	att_neut	n/a	2	2	1	240.012008406
652.01066078	5	suppress	negative	62	n/a	n/a	20	252.0107	5.0	suppr_neg	n/a	2	2	1	252.01066078
663.01367654	5	attend	negative	52	n/a	n/a	21	263.0137	5.0	att_neg	n/a	2	2	1	263.01367654
676.008312181	5	attend	negative	43	n/a	n/a	22	276.0083	5.0	att_neg	n/a	2	2	1	276.008312181
692.00658943	5	attend	neutral	106	n/a	n/a	23	292.0066	5.0	att_neut	n/a	2	2	1	292.00658943
707.009248193	5	suppress	negative	78	n/a	n/a	24	307.0092	5.0	suppr_neg	n/a	2	2	1	307.009248193
719.008001236	5	suppress	negative	65	n/a	n/a	25	319.008	5.0	suppr_neg	n/a	2	2	1	319.008001236
732.002500766	5	suppress	negative	61	n/a	n/a	26	332.0025	5.0	suppr_neg	n/a	2	2	1	332.002500766
744.017810042	5	suppress	negative	68	n/a	n/a	27	344.0178	5.0	suppr_neg	n/a	2	2	1	344.017810042
755.004278578	5	attend	negative	50	n/a	n/a	28	355.0043	5.0	att_neg	n/a	2	2	1	355.004278578
765.011602182	5	attend	neutral	104	n/a	n/a	29	365.0116	5.0	att_neut	n/a	2	2	1	365.011602182
781.009952568	5	attend	negative	46	n/a	n/a	30	381.01	5.0	att_neg	n/a	2	2	1	381.009952568
1.010949119	5	attend	neutral	87	n/a	n/a	1	1.0109	5.0	att_neut	n/a	3	1	1	1.010949119
15.017783222	5	attend	negative	71	n/a	n/a	2	15.0178	5.0	att_neg	n/a	3	1	1	15.017783222
29.008018425	5	attend	negative	77	n/a	n/a	3	29.008	5.0	att_neg	n/a	3	1	1	29.008018425
41.006694949	5	suppress	negative	15	n/a	n/a	4	41.0067	5.0	suppr_neg	n/a	3	1	1	41.006694949
53.005506188	5	suppress	negative	5	n/a	n/a	5	53.0055	5.0	suppr_neg	n/a	3	1	1	53.005506188
69.003911171	5	attend	negative	64	n/a	n/a	6	69.0039	5.0	att_neg	n/a	3	1	1	69.003911171
83.010715338	5	suppress	negative	3	n/a	n/a	7	83.0107	5.0	suppr_neg	n/a	3	1	1	83.010715338
100.004854199	5	attend	neutral	97	n/a	n/a	8	100.0049	5.0	att_neut	n/a	3	1	1	100.004854199
111.007847024	5	attend	neutral	93	n/a	n/a	9	111.0078	5.0	att_neut	n/a	3	1	1	111.007847024
121.015283939	5	suppress	negative	19	n/a	n/a	10	121.0153	5.0	suppr_neg	n/a	3	1	1	121.015283939
139.004901993	5	attend	negative	68	n/a	n/a	11	139.0049	5.0	att_neg	n/a	3	1	1	139.004901993
150.00804706	5	attend	neutral	90	n/a	n/a	12	150.008	5.0	att_neut	n/a	3	1	1	150.00804706
163.002482444	5	suppress	negative	2	n/a	n/a	13	163.0025	5.0	suppr_neg	n/a	3	1	1	163.002482444
176.013581179	5	attend	neutral	84	n/a	n/a	14	176.0136	5.0	att_neut	n/a	3	1	1	176.013581179
188.012263375	5	attend	neutral	100	n/a	n/a	15	188.0123	5.0	att_neut	n/a	3	1	1	188.012263375
201.006797919	5	attend	negative	65	n/a	n/a	16	201.0068	5.0	att_neg	n/a	3	1	1	201.006797919
212.009832188	5	attend	neutral	83	n/a	n/a	17	212.0098	5.0	att_neut	n/a	3	1	1	212.009832188
225.004326097	5	attend	negative	69	n/a	n/a	18	225.0043	5.0	att_neg	n/a	3	1	1	225.004326097
240.006973016	5	attend	neutral	92	n/a	n/a	19	240.007	5.0	att_neut	n/a	3	1	1	240.006973016
252.005706501	5	suppress	negative	10	n/a	n/a	20	252.0057	5.0	suppr_neg	n/a	3	1	1	252.005706501
263.008840574	5	attend	negative	75	n/a	n/a	21	263.0088	5.0	att_neg	n/a	3	1	1	263.008840574
276.003363877	5	attend	negative	70	n/a	n/a	22	276.0034	5.0	att_neg	n/a	3	1	1	276.003363877
292.001630145	5	attend	neutral	95	n/a	n/a	23	292.0016	5.0	att_neut	n/a	3	1	1	292.001630145
307.004118675	5	suppress	negative	14	n/a	n/a	24	307.0041	5.0	suppr_neg	n/a	3	1	1	307.004118675
319.002935154	5	suppress	negative	16	n/a	n/a	25	319.0029	5.0	suppr_neg	n/a	3	1	1	319.002935154
332.014051275	5	suppress	negative	1	n/a	n/a	26	332.0141	5.0	suppr_neg	n/a	3	1	1	332.014051275
344.012812935	5	suppress	negative	11	n/a	n/a	27	344.0128	5.0	suppr_neg	n/a	3	1	1	344.012812935
355.015936643	5	attend	negative	62	n/a	n/a	28	355.0159	5.0	att_neg	n/a	3	1	1	355.015936643
365.006547515	5	attend	neutral	88	n/a	n/a	29	365.0065	5.0	att_neut	n/a	3	1	1	365.006547515
381.004879183	5	attend	negative	74	n/a	n/a	30	381.0049	5.0	att_neg	n/a	3	1	1	381.004879183
401.006115975	5	attend	negative	66	n/a	n/a	1	1.0061	5.0	att_neg	n/a	3	2	1	1.006115975
413.004862633	5	attend	neutral	99	n/a	n/a	2	13.0049	5.0	att_neut	n/a	3	2	1	13.004862633
429.003228842	5	attend	negative	72	n/a	n/a	3	29.0032	5.0	att_neg	n/a	3	2	1	29.003228842
443.009871141	5	suppress	negative	7	n/a	n/a	4	43.0099	5.0	suppr_neg	n/a	3	2	1	43.009871141
453.017402993	5	suppress	negative	17	n/a	n/a	5	53.0174	5.0	suppr_neg	n/a	3	2	1	53.017402993
465.016024989	5	suppress	negative	4	n/a	n/a	6	65.016	5.0	suppr_neg	n/a	3	2	1	65.016024989
477.014828026	5	suppress	negative	20	n/a	n/a	7	77.0148	5.0	suppr_neg	n/a	3	2	1	77.014828026
489.013597536	5	attend	neutral	89	n/a	n/a	8	89.0136	5.0	att_neut	n/a	3	2	1	89.013597536
499.004218269	5	attend	negative	63	n/a	n/a	9	99.0042	5.0	att_neg	n/a	3	2	1	99.004218269
511.002954273	5	attend	negative	76	n/a	n/a	10	111.003	5.0	att_neg	n/a	3	2	1	111.002954273
527.001334958	5	suppress	negative	8	n/a	n/a	11	127.0013	5.0	suppr_neg	n/a	3	2	1	127.001334958
541.0081428	5	attend	neutral	96	n/a	n/a	12	141.0081	5.0	att_neut	n/a	3	2	1	141.0081428
551.015493677	5	attend	negative	80	n/a	n/a	13	151.0155	5.0	att_neg	n/a	3	2	1	151.015493677
570.017653145	5	attend	neutral	98	n/a	n/a	14	170.0177	5.0	att_neut	n/a	3	2	1	170.017653145
583.012159358	5	attend	negative	78	n/a	n/a	15	183.0122	5.0	att_neg	n/a	3	2	1	183.012159358
594.015102507	5	attend	neutral	94	n/a	n/a	16	194.0151	5.0	att_neut	n/a	3	2	1	194.015102507
605.001596907	5	attend	neutral	86	n/a	n/a	17	205.0016	5.0	att_neut	n/a	3	2	1	205.001596907
617.016989706	5	suppress	negative	9	n/a	n/a	18	217.017	5.0	suppr_neg	n/a	3	2	1	217.016989706
633.015293853	5	attend	neutral	85	n/a	n/a	19	233.0153	5.0	att_neut	n/a	3	2	1	233.015293853
648.001417367	5	attend	negative	73	n/a	n/a	20	248.0014	5.0	att_neg	n/a	3	2	1	248.001417367
659.004344273	5	suppress	negative	13	n/a	n/a	21	259.0043	5.0	suppr_neg	n/a	3	2	1	259.004344273
672.015428181	5	attend	neutral	91	n/a	n/a	22	272.0154	5.0	att_neut	n/a	3	2	1	272.015428181
685.009988332	5	attend	neutral	81	n/a	n/a	23	285.01	5.0	att_neut	n/a	3	2	1	285.009988332
697.008794585	5	suppress	negative	6	n/a	n/a	24	297.0088	5.0	suppr_neg	n/a	3	2	1	297.008794585
709.007489169	5	attend	negative	67	n/a	n/a	25	309.0075	5.0	att_neg	n/a	3	2	1	309.007489169
720.010500858	5	suppress	negative	12	n/a	n/a	26	320.0105	5.0	suppr_neg	n/a	3	2	1	320.010500858
739.012690073	5	suppress	negative	18	n/a	n/a	27	339.0127	5.0	suppr_neg	n/a	3	2	1	339.012690073
753.002984566	5	attend	negative	61	n/a	n/a	28	353.003	5.0	att_neg	n/a	3	2	1	353.002984566
767.0097406	5	attend	negative	79	n/a	n/a	29	367.0097	5.0	att_neg	n/a	3	2	1	367.0097406
780.004294321	5	attend	neutral	82	n/a	n/a	30	380.0043	5.0	att_neut	n/a	3	2	1	380.004294321
1.005335295	5	attend	neutral	111	n/a	n/a	1	1.0053	5.0	att_neut	n/a	10	1	1	1.005335295
15.012337695	5	attend	negative	17	n/a	n/a	2	15.0123	5.0	att_neg	n/a	10	1	1	15.012337695
29.002371976	5	attend	negative	14	n/a	n/a	3	29.0024	5.0	att_neg	n/a	10	1	1	29.002371976
41.001260707	5	suppress	negative	40	n/a	n/a	4	41.0013	5.0	suppr_neg	n/a	10	1	1	41.001260707
53.016832956	5	suppress	negative	36	n/a	n/a	5	53.0168	5.0	suppr_neg	n/a	10	1	1	53.016832956
69.014987634	5	attend	negative	10	n/a	n/a	6	69.015	5.0	att_neg	n/a	10	1	1	69.014987634
83.005294178	5	suppress	negative	23	n/a	n/a	7	83.0053	5.0	suppr_neg	n/a	10	1	1	83.005294178
100.015888625	5	attend	neutral	112	n/a	n/a	8	100.0159	5.0	att_neut	n/a	10	1	1	100.015888625
111.002290693	5	attend	neutral	113	n/a	n/a	9	111.0023	5.0	att_neut	n/a	10	1	1	111.002290693
121.009675967	5	suppress	negative	27	n/a	n/a	10	121.0097	5.0	suppr_neg	n/a	10	1	1	121.009675967
139.015965199	5	attend	negative	11	n/a	n/a	11	139.016	5.0	att_neg	n/a	10	1	1	139.015965199
150.00247152	5	attend	neutral	117	n/a	n/a	12	150.0025	5.0	att_neut	n/a	10	1	1	150.00247152
163.013640413	5	suppress	negative	39	n/a	n/a	13	163.0136	5.0	suppr_neg	n/a	10	1	1	163.013640413
176.008022843	5	attend	neutral	101	n/a	n/a	14	176.008	5.0	att_neut	n/a	10	1	1	176.008022843
188.006929438	5	attend	neutral	120	n/a	n/a	15	188.0069	5.0	att_neut	n/a	10	1	1	188.006929438
201.00139032	5	attend	negative	19	n/a	n/a	16	201.0014	5.0	att_neg	n/a	10	1	1	201.00139032
212.004468791	5	attend	neutral	106	n/a	n/a	17	212.0045	5.0	att_neut	n/a	10	1	1	212.004468791
225.015504049	5	attend	negative	4	n/a	n/a	18	225.0155	5.0	att_neg	n/a	10	1	1	225.015504049
240.001431776	5	attend	neutral	104	n/a	n/a	19	240.0014	5.0	att_neut	n/a	10	1	1	240.001431776
252.016832662	5	suppress	negative	32	n/a	n/a	20	252.0168	5.0	suppr_neg	n/a	10	1	1	252.016832662
263.003327456	5	attend	negative	7	n/a	n/a	21	263.0033	5.0	att_neg	n/a	10	1	1	263.003327456
276.014273885	5	attend	negative	8	n/a	n/a	22	276.0143	5.0	att_neg	n/a	10	1	1	276.014273885
292.012772245	5	attend	neutral	105	n/a	n/a	23	292.0128	5.0	att_neut	n/a	10	1	1	292.012772245
307.01542771	5	suppress	negative	34	n/a	n/a	24	307.0154	5.0	suppr_neg	n/a	10	1	1	307.01542771
319.014200641	5	suppress	negative	33	n/a	n/a	25	319.0142	5.0	suppr_neg	n/a	10	1	1	319.014200641
332.008556524	5	suppress	negative	29	n/a	n/a	26	332.0086	5.0	suppr_neg	n/a	10	1	1	332.008556524
344.007417985	5	suppress	negative	28	n/a	n/a	27	344.0074	5.0	suppr_neg	n/a	10	1	1	344.007417985
355.010274736	5	attend	negative	15	n/a	n/a	28	355.0103	5.0	att_neg	n/a	10	1	1	355.010274736
365.017735642	5	attend	neutral	115	n/a	n/a	29	365.0177	5.0	att_neut	n/a	10	1	1	365.017735642
381.016023085	5	attend	negative	20	n/a	n/a	30	381.016	5.0	att_neg	n/a	10	1	1	381.016023085
401.015252066	5	attend	negative	16	n/a	n/a	1	1.0153	5.0	att_neg	n/a	10	2	1	1.015252066
413.014058142	5	attend	neutral	108	n/a	n/a	2	13.0141	5.0	att_neut	n/a	10	2	1	13.014058142
429.012265515	5	attend	negative	13	n/a	n/a	3	29.0123	5.0	att_neg	n/a	10	2	1	29.012265515
443.002546336	5	suppress	negative	22	n/a	n/a	4	43.0025	5.0	suppr_neg	n/a	10	2	1	43.002546336
453.009857269	5	suppress	negative	25	n/a	n/a	5	53.0099	5.0	suppr_neg	n/a	10	2	1	53.009857269
465.008623864	5	suppress	negative	35	n/a	n/a	6	65.0086	5.0	suppr_neg	n/a	10	2	1	65.008623864
477.007435908	5	suppress	negative	26	n/a	n/a	7	77.0074	5.0	suppr_neg	n/a	10	2	1	77.007435908
489.006254026	5	attend	neutral	119	n/a	n/a	8	89.0063	5.0	att_neut	n/a	10	2	1	89.006254026
499.013502014	5	attend	negative	3	n/a	n/a	9	99.0135	5.0	att_neg	n/a	10	2	1	99.013502014
511.012246126	5	attend	negative	1	n/a	n/a	10	111.0122	5.0	att_neg	n/a	10	2	1	111.012246126
527.010462511	5	suppress	negative	31	n/a	n/a	11	127.0105	5.0	suppr_neg	n/a	10	2	1	127.010462511
541.01732973	5	attend	neutral	110	n/a	n/a	12	141.0173	5.0	att_neut	n/a	10	2	1	141.01732973
551.008063075	5	attend	negative	12	n/a	n/a	13	151.0081	5.0	att_neg	n/a	10	2	1	151.008063075
570.010260241	5	attend	neutral	114	n/a	n/a	14	170.0103	5.0	att_neut	n/a	10	2	1	170.010260241
583.004747549	5	attend	negative	18	n/a	n/a	15	183.0047	5.0	att_neg	n/a	10	2	1	183.004747549
594.007821378	5	attend	neutral	116	n/a	n/a	16	194.0078	5.0	att_neut	n/a	10	2	1	194.007821378
605.010724588	5	attend	neutral	107	n/a	n/a	17	205.0107	5.0	att_neut	n/a	10	2	1	205.010724588
617.009440235	5	suppress	negative	38	n/a	n/a	18	217.0094	5.0	suppr_neg	n/a	10	2	1	217.009440235
633.007933978	5	attend	neutral	103	n/a	n/a	19	233.0079	5.0	att_neut	n/a	10	2	1	233.007933978
648.010546991	5	attend	negative	2	n/a	n/a	20	248.0105	5.0	att_neg	n/a	10	2	1	248.010546991
659.013543425	5	suppress	negative	30	n/a	n/a	21	259.0135	5.0	suppr_neg	n/a	10	2	1	259.013543425
672.008020268	5	attend	neutral	118	n/a	n/a	22	272.008	5.0	att_neut	n/a	10	2	1	272.008020268
685.002606269	5	attend	neutral	102	n/a	n/a	23	285.0026	5.0	att_neut	n/a	10	2	1	285.002606269
697.001248363	5	suppress	negative	21	n/a	n/a	24	297.0012	5.0	suppr_neg	n/a	10	2	1	297.001248363
709.01665397	5	attend	negative	5	n/a	n/a	25	309.0167	5.0	att_neg	n/a	10	2	1	309.01665397
720.003067254	5	suppress	negative	24	n/a	n/a	26	320.0031	5.0	suppr_neg	n/a	10	2	1	320.003067254
739.005273652	5	suppress	negative	37	n/a	n/a	27	339.0053	5.0	suppr_neg	n/a	10	2	1	339.005273652
753.012053842	5	attend	negative	9	n/a	n/a	28	353.0121	5.0	att_neg	n/a	10	2	1	353.012053842
767.002460463	5	attend	negative	6	n/a	n/a	29	367.0025	5.0	att_neg	n/a	10	2	1	367.002460463
780.013423877	5	attend	neutral	109	n/a	n/a	30	380.0134	5.0	att_neut	n/a	10	2	1	380.013423877
1.004513412	5	attend	neutral	111	n/a	n/a	1	1.0045	5.0	att_neut	n/a	11	1	1	1.004513412
15.011522015	5	attend	negative	17	n/a	n/a	2	15.0115	5.0	att_neg	n/a	11	1	1	15.011522015
